Contract No. Gaga-2011-C-0137 Option Year One Contract Modification Approval and Payment Authorization Emergency Act of 2013,Act,20-129,1825,Act_20-129
Contract No. Gaga-2011-C-0137 Option Year One Contract Modification Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-257,2122,Resolution_20-257
Contract No. GAGA-2013-C-0010 Approval and Payment Authorization Emergency Act of 2014,Act,20-391,3870,Act_20-391
Contract No. GAGA-2013-C-0010 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-581,4000,Resolution_20-581
Contract No. Gf-2011-C-0030 and Change Order’s No. 8-9 Approval and Payment Authorization Emergency Act of 2013,Act,20-214,2603,Act_20-214
Contract No. Gf-2011-C-0030 and Change Order’s No. 8-9 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-319,2735,Resolution_20-319
Contract No. GF-2011-C-0039 and Change Order’s No. 4-5 Approval and Payment Authorization Emergency Act of 2013,Act,20-243,2637,Act_20-243
Contract No. Gf-2012-C-0038 and Change Order No. 1-6 Approval and Payment Authorization Emergency Act of 2013,Act,20-32,492,Act_20-32
Contract No. Gf-2012-C-0038 and Change Order No. 1-6 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-56,781,Resolution_20-56
Contract No. Gf-2012-C-0041 and Change Order No. 01 Approval and Payment Authorization Emergency Act of 2013,Act,20-28,491,Act_20-28
Contract No. Gf-2012-C-0041 and Change Order No. 01 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-55,780,Resolution_20-55
Contract No. NFPHC-151 Modifications 4-7 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-394,3089,Resolution_20-394
Contract No. NFPHC-151 Modifications Nos. 4-7 Approval and Payment Authorization Emergency Act of 2014,Act,20-269,3032,Act_20-269
Contract No. Nfphc-8 Modifications 2-4 Approval and Payment Authorization Emergency Act of 2013,Act,20-97,1455,Act_20-97
Contract No. Nfphc-8 Modifications 2-4 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-154,1576,Resolution_20-154
Contract No. PO489769 and Modifications Nos. 2 and 3 Approval and Payment Authorization Emergency Act of 2014,Act,20-313,3296,Act_20-313
Contract No. PO489769 and Modifications Nos. 2 and 3 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-457,3391,Resolution_20-457
Contract No. POTO-2006-C-0077 Emergency Approval  Resolution of 2014,Resolution,20-585,4012,Resolution_20-585
Contract No. POTO-2006-C-0077 Emergency Declaration Resolution of 2014,Resolution,20-584,4011,Resolution_20-584
Contract No.DCKA-2009-C-0123 Modification Nos. 12 and 13 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-508,3484,Resolution_20-508
Contract Number Cw20202 Approval Emergency Declaration Resolution of 2013,Resolution,20-127,1541,Resolution_20-127
Contract Number Cw20202 Emergency Approval Resolution of 2013,Resolution,20-128,1542,Resolution_20-128
Contract Number Dchbx-2013-C-0001 Emergency Approval Resolution of 2013,Resolution,20-268,2147,Resolution_20-268
Contract Number Dchbx-2013-C-0001 Emergency Declaration Resolution of 2013,Resolution,20-267,2146,Resolution_20-267
"Contract Number Dcht-2012-C-0016 and Modification Nos. M0001, M0002, M0003 and M0004 to Contract Number Dcht-2012-C-0016 Approval and Payment Authorization Emergency Act of 2013",Act,20-77,1432,Act_20-77
"Contract Number Dcht-2012-C-0016 and Modification Nos. M0001, M0002, M0003 and M0004 to Contract Number Dcht-2012-C-0016 Approval and Payment Authorization Emergency Declaration Resolution of 2013",Resolution,20-148,1569,Resolution_20-148
Contract Pokv-2006-C-0064 Modification Approval and Payment Authorization Emergency Act of 2013,Act,20-47,547,Act_20-47
Contract Pokv-2006-C-0064 Modification Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-76,799,Resolution_20-76
"Controlled Substance, Alcohol Testing, Criminal Background Check and Background Investigation Congressional Review Emergency Amendment Act of 2013",Act,20-36,510,Act_20-36
"Controlled Substance, Alcohol Testing, Criminal Background Check and Background Investigation Congressional Review Emergency Amendment Act of 2014",Act,20-277,3038,Act_20-277
"Controlled Substance, Alcohol Testing, Criminal Background Check and Background Investigation Congressional Review Emergency Declaration Resolution of 2013",Resolution,20-49,772,Resolution_20-49
"Controlled Substance, Alcohol Testing, Criminal Background Check and Background Investigation Congressional Review Emergency Declaration Resolution of 2014",Resolution,20-405,3102,Resolution_20-405
"Controlled Substance, Alcohol Testing, Criminal Background Check and Background Investigation Emergency Amendment Act of 2013",Act,20-227,2618,Act_20-227
"Controlled Substance, Alcohol Testing, Criminal Background Check and Background Investigation Emergency Declaration Resolution of 2013",Resolution,20-328,2756,Resolution_20-328
"Controlled Substance, Alcohol Testing, Criminal Background Check and Background Investigation Temporary Amendment Act of 2012",Law,19-263,1228,Law_19-263
"Controlled Substance, Alcohol Testing, Criminal Background Check and Background Investigation Temporary Amendment Act of 2013",Law,20-77,3009,Law_20-77
Cost of Living Adjustment Personal Income Tax Standard Deduction and Exemption Technical Clarification Emergency Act of 2013,Act,20-228,2628,Act_20-228
Cost of Living Adjustment Personal Income Tax Standard Deduction and Exemption Technical Clarification Emergency Declaration Resolution of 2013,Resolution,20-329,2758,Resolution_20-329
Cost-of-Living Adjustment Personal Income Tax Standard Deduction and Exemption Technical Clarification Congressional Review Emergency Act of 2014,Act,20-283,3053,Act_20-283
Cost-of-Living Adjustment Personal Income Tax Standard Deduction and Exemption Technical Clarification Congressional Review Emergency Declaration Resolution of 2014,Resolution,20-403,3099,Resolution_20-403
Cost-of-Living Adjustment Personal Income Tax Standard Deduction and Exemption Technical Clarification Second Congressional Review Emergency Act of 2014,Act,20-333,3316,Act_20-333
Cost-of-Living Adjustment Personal Income Tax Standard Deduction and Exemption Technical Clarification Second Congressional Review Emergency Declaration Resolution of 2014,Resolution,20-461,3395,Resolution_20-461
Cottage Food Amendment Act of 2013,Law,20-63,2889,Law_20-63
Council Disciplinary Procedures (Title IV of the Board of Ethics and Government Accountability Establishment and Comprehensive Ethics Reform Amendment Act of 2011),Law,19-124A,1741,Law_19-124A
Council Notification on Enforcement of Laws Amendment Act of 2012,Law,19-287,933,Law_19-287
Council of the District of Columbia Pro Bono Legal Volunteer Program Establishment Resolution of 2013,Resolution,20-140,1558,Resolution_20-140
"Council Period 20 Appointment of Chairperson Pro Tempore, Committee Chairpersons, and Committee Membership Resolution of 2013",Resolution,20-2,692,Resolution_20-2
Council Period 20 Recess Rules Amendment Resolution of 2013,Resolution,20-241,2094,Resolution_20-241
Council Period 20 Rules Committee Jurisdiction Amendment Resolution of 2013,Resolution,20-45,753,Resolution_20-45
Council Period 20 Rules Reorganization Resolution of 2013,Resolution,20-297,2695,Resolution_20-297
Council Reprimand of Councilmember Jim Graham Resolution of 2013,Resolution,20-44,747,Resolution_20-44
Criminal Fine Proportionality Amendment Act of 2012,Law,19-317,1148,Law_19-317
Criminal Fine Proportionality Emergency Amendment Act of 2013,Act,20-45,1300,Act_20-45
Criminal Fine Proportionality Emergency Declaration Resolution of 2013,Resolution,20-73,1461,Resolution_20-73
Criminal Record Sealing Congressional Review Emergency Amendment Act of 2013,Act,20-168,2412,Act_20-168
Criminal Record Sealing Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-270,2655,Resolution_20-270
Criminal Record Sealing Emergency Amendment Act of 2013,Act,20-99,1805,Act_20-99
Criminal Record Sealing Emergency Declaration Resolution of 2013,Resolution,20-158,2010,Resolution_20-158
Criminal Record Sealing Temporary Amendment Act of 2013,Law,20-38,2383,Law_20-38
Critical Infrastructure Freedom of Information Congressional Review Emergency Amendment Act of 2014,Act,20-285,3056,Act_20-285
Critical Infrastructure Freedom of Information Congressional Review Emergency Declaration Resolution of 2014,Resolution,20-400,3096,Resolution_20-400
Critical Infrastructure Freedom of Information Emergency Amendment Act of 2013,Act,20-229,2630,Act_20-229
Critical Infrastructure Freedom of Information Emergency Declaration Resolution of 2013,Resolution,20-330,2759,Resolution_20-330
Critical Infrastructure Freedom of Information Second Congressional Review Emergency Amendment Act of 2014,Act,20-459,4364,Act_20-459
Critical Infrastructure Freedom of Information Second Congressional Review Emergency Declaration Resolution of 2014,Resolution,20-623,4525,Resolution_20-623
Critical Infrastructure Freedom of Information Temporary Amendment  Act of 2013,Law,20-71,3003,Law_20-71
Data-sharing Regulations Approval Resolution of 2014,Proposed Resolution,20-782,4044,Proposed_Resolution_20-782
DC Preparatory Academy Revenue Bonds Project Approval Resolution of 2013,Resolution,20-220,2056,Resolution_20-220
DC Promise Establishment Act of 2014,Law,20-107,3219,Law_20-107
DCPS Football for Special Needs Students Regulation Emergency Amendment Act of 2014,Act,20-427,4142,Act_20-427
DCPS Football for Special Needs Students Regulation Emergency Declaration Resolution of 2014,Resolution,20-620,4521,Resolution_20-620
Delivery Order Cw23328 Under Federal Contract No. Sp0600-13-D-4016 Approval and Payment Authorization Emergency Act of 2013,Act,20-200,2450,Act_20-200
Delivery Order Cw23328 Under Federal Contract No. Sp0600-13-D-4016 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-311,2724,Resolution_20-311
Dell Marketing L.P. Purchase Orders No. PO480603 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-455,3389,Resolution_20-455
Dell Marketing LP Purchase Orders No. PO480603 Approval and Payment Authorization Emergency Act of 2014,Act,20-316,3299,Act_20-316
Delta Sigma Theta Way Designation Act of 2013,Law,20-29,2171,Law_20-29
Delta Sigma Theta Way Designation Emergency Act of 2013,Act,20-126,1823,Act_20-126
Delta Sigma Theta Way Designation Emergency Declaration Resolution of 2013,Resolution,20-252,2110,Resolution_20-252
Department of Corrections Central Cellblock Management Clarification Congressional Review Emergency Amendment Act of 2014,Act,20-276,3036,Act_20-276
Department of Corrections Central Cellblock Management Clarification Congressional Review Emergency Declaration Resolution of 2014,Resolution,20-404,3100,Resolution_20-404
Department of Corrections Central Cellblock Management Clarification Emergency Amendment Act of 2013,Act,20-215,2604,Act_20-215
Department of Corrections Central Cellblock Management Clarification Emergency Declaration Resolution of 2013,Resolution,20-336,2768,Resolution_20-336
Department of Corrections Central Cellblock Management Clarification Temporary Amendment  Act of 2013,Law,20-73,3006,Law_20-73
Department of Fire and Emergency Medical Services Inaugural Overtime Clarification Emergency Declaration Resolution of 2013,Resolution,20-32,734,Resolution_20-32
Department of Health Grant Making Authority Emergency Amendment Act of 2013,Act,20-53,1401,Act_20-53
Department of Health Grant Making Authority Emergency Declaration Resolution of 2013,Resolution,20-101,1488,Resolution_20-101
Department of Health Grant Making Authority For Clinical Nutritional Home Services Emergency Amendment Act of 2013,Act,20-217,2607,Act_20-217
Department of Health Grant Making Authority For Clinical Nutritional Home Services Emergency Declaration Resolution of 2013,Resolution,20-327,2755,Resolution_20-327
Department of Health Grant Making Authority Temporary Amendment Act of 2013,Law,20-10,1755,Law_20-10
Department of Health Grant-Making Authority For Clinical Nutritional Home Services Temporary Amendment  Act of 2013,Law,20-70,3001,Law_20-70
Department of Motor Vehicles Change of Address Resolution of 2014,Proposed Resolution,20-1030,4756,Proposed_Resolution_20-1030
Department of Motor Vehicles Reciprocity Amendment Act of 2012,Law,19-244,200,Law_19-244
Department of Parks and Recreation Fee-based Use Permit Authority Amendment Act of 2012,Law,19-280,910,Law_19-280
Department of Parks and Recreation Fee-based Use Permit Authority Clarification Congressional Review Emergency Amendment Act of 2014,Act,20-353,3348,Act_20-353
